Run,Generation,RMSE
Run 1,0,0.6032070394488318
Run 1,1,0.5787439930029261
Run 1,2,0.5938753134345883
Run 1,3,0.5451493478076029
Run 1,4,0.51167343325445
Run 1,5,0.556178541941427
Run 1,6,0.556178541941427
Run 1,7,0.556178541941427
Run 1,8,0.5696655526727742
Run 1,9,0.5130359133621609
Run 1,10,0.56459335866556
Run 1,11,0.55459335866556
Run 1,12,0.54959335866556
Run 1,13,0.55459335866556
Run 1,14,0.4447458914971975
Run 1,15,0.4447458914971975
Run 1,16,0.4353554545059137
Run 1,17,0.5377659867225444
Run 1,18,0.43425983941069113
Run 1,19,0.43425983941069113
Run 1,20,0.43425983941069113
Run 1,21,0.43425983941069113
Run 1,22,0.43425983941069113
Run 1,23,0.43425983941069113
Run 1,24,0.43425983941069113
Run 1,25,0.43425983941069113
Run 1,26,0.43173231241258175
Run 1,27,0.43014461617828154
Run 1,28,0.43425983941069113
Run 1,29,0.43425983941069113
Run 1,30,0.43425983941069113
Run 1,31,0.43014461617828154
Run 1,32,0.3900164004993777
Run 1,33,0.3800164004993777
Run 1,34,0.3800164004993777
Run 1,35,0.3800164004993777
Run 1,36,0.3800164004993777
Run 1,37,0.3800164004993777
Run 1,38,0.36501640049937767
Run 1,39,0.3800164004993777
Run 1,40,0.3800164004993777
Run 1,41,0.3800164004993777
Run 1,42,0.36501640049937767
Run 1,43,0.36501640049937767
Run 1,44,0.36501640049937767
Run 1,45,0.36501640049937767
Run 1,46,0.36501640049937767
Run 1,47,0.36501640049937767
Run 1,48,0.36501640049937767
Run 1,49,0.36501640049937767
Run 1,50,0.36501640049937767
Run 1,51,0.36501640049937767
Run 1,52,0.36501640049937767
Run 1,53,0.36501640049937767
Run 1,54,0.36501640049937767
Run 1,55,0.36501640049937767
Run 1,56,0.36501640049937767
Run 1,57,0.36501640049937767
Run 1,58,0.36501640049937767
Run 1,59,0.36501640049937767
Run 1,60,0.36501640049937767
Run 1,61,0.36501640049937767
Run 1,62,0.36501640049937767
Run 1,63,0.36501640049937767
Run 1,64,0.36501640049937767
Run 1,65,0.36501640049937767
Run 1,66,0.36501640049937767
Run 1,67,0.36115754041908804
Run 1,68,0.36501640049937767
Run 1,69,0.36501640049937767
Run 1,70,0.36501640049937767
Run 1,71,0.36501640049937767
Run 1,72,0.36501640049937767
Run 1,73,0.36501640049937767
Run 1,74,0.36501640049937767
Run 1,75,0.3501531002997749
Run 1,76,0.36501640049937767
Run 1,77,0.3560534602390842
Run 1,78,0.3560534602390842
Run 1,79,0.36501640049937767
Run 1,80,0.36501640049937767
Run 1,81,0.36501640049937767
Run 1,82,0.3596245466755682
Run 1,83,0.3596245466755682
Run 1,84,0.3596245466755682
Run 1,85,0.3560534602390842
Run 1,86,0.3560534602390842
Run 1,87,0.3536257529200383
Run 1,88,0.3536257529200383
Run 1,89,0.3536257529200383
Run 1,90,0.3536257529200383
Run 1,91,0.3536257529200383
Run 1,92,0.3536257529200383
Run 1,93,0.3536257529200383
Run 1,94,0.3536257529200383
Run 1,95,0.3536257529200383
Run 1,96,0.35135149237013985
Run 1,97,0.3619067685807116
Run 1,98,0.35135149237013985
Run 1,99,0.35135149237013985
Run 1,100,0.35135149237013985
Run 1,101,0.35135149237013985
Run 1,102,0.35135149237013985
Run 1,103,0.35135149237013985
Run 1,104,0.35135149237013985
Run 1,105,0.35135149237013985
Run 1,106,0.35135149237013985
Run 1,107,0.35135149237013985
Run 1,108,0.35135149237013985
Run 1,109,0.35135149237013985
Run 1,110,0.35135149237013985
Run 1,111,0.35135149237013985
Run 1,112,0.35135149237013985
Run 1,113,0.35135149237013985
Run 1,114,0.3499939635388374
Run 1,115,0.3499939635388374
Run 1,116,0.3499939635388374
Run 1,117,0.3499939635388374
Run 1,118,0.3499939635388374
Run 1,119,0.3499939635388374
Run 1,120,0.3499939635388374
Run 1,121,0.35135149237013985
Run 1,122,0.35135149237013985
Run 1,123,0.35135149237013985
Run 1,124,0.35135149237013985
Run 1,125,0.35135149237013985
Run 1,126,0.3499939635388374
Run 1,127,0.3499939635388374
Run 1,128,0.35135149237013985
Run 1,129,0.35135149237013985
Run 1,130,0.35333099081520436
Run 1,131,0.3560534602390842
Run 1,132,0.3560534602390842
Run 1,133,0.3560534602390842
Run 1,134,0.3699939635388374
Run 1,135,0.3749939635388374
Run 1,136,0.35333099081520436
Run 1,137,0.3499939635388374
Run 1,138,0.3499939635388374
Run 1,139,0.3499939635388374
Run 1,140,0.3499939635388374
Run 1,141,0.3499939635388374
Run 1,142,0.3499939635388374
Run 1,143,0.3499939635388374
Run 1,144,0.3499939635388374
Run 1,145,0.3499939635388374
Run 1,146,0.3499939635388374
Run 1,147,0.3499939635388374
Run 1,148,0.35135149237013985
Run 1,149,0.35135149237013985
Run 1,150,0.35135149237013985
Run 1,0,0.5782634917109971
Run 1,1,0.5782634917109971
Run 1,2,0.5782634917109971
Run 1,3,0.52459335866556
Run 1,4,0.52459335866556
Run 1,5,0.52459335866556
Run 1,6,0.52459335866556
Run 1,7,0.52459335866556
Run 1,8,0.52459335866556
Run 1,9,0.52459335866556
Run 1,10,0.52459335866556
Run 1,11,0.52459335866556
Run 1,12,0.52459335866556
Run 1,13,0.52459335866556
Run 1,14,0.52959335866556
Run 1,15,0.5099625489050545
Run 1,16,0.44357424944515367
Run 1,17,0.44357424944515367
Run 1,18,0.43014461617828154
Run 1,19,0.46857424944515363
Run 1,20,0.46857424944515363
Run 1,21,0.46857424944515363
Run 1,22,0.46857424944515363
Run 1,23,0.46857424944515363
Run 1,24,0.46857424944515363
Run 1,25,0.4267216913069318
Run 1,26,0.42357424944515365
Run 1,27,0.40857424944515364
Run 1,28,0.40857424944515364
Run 1,29,0.42357424944515365
Run 1,30,0.4030146722691108
Run 1,31,0.4030146722691108
Run 1,32,0.4030146722691108
Run 1,33,0.4030146722691108
Run 1,34,0.36672169130693183
Run 1,35,0.3550166823500481
Run 1,36,0.3550166823500481
Run 1,37,0.3550166823500481
Run 1,38,0.3550166823500481
Run 1,39,0.3550166823500481
Run 1,40,0.3550166823500481
Run 1,41,0.3487154753596123
Run 1,42,0.3550166823500481
Run 1,43,0.3550166823500481
Run 1,44,0.34174540482944965
Run 1,45,0.3487154753596123
Run 1,46,0.3487154753596123
Run 1,47,0.3487154753596123
Run 1,48,0.3487154753596123
Run 1,49,0.329871156939496
Run 1,50,0.3487154753596123
Run 1,51,0.3487154753596123
Run 1,52,0.3421491802154811
Run 1,53,0.3421491802154811
Run 1,54,0.3421491802154811
Run 1,55,0.3421491802154811
Run 1,56,0.3421491802154811
Run 1,57,0.3421491802154811
Run 1,58,0.3421491802154811
Run 1,59,0.3421491802154811
Run 1,60,0.34212042100194484
Run 1,61,0.3487154753596123
Run 1,62,0.3487154753596123
Run 1,63,0.3487154753596123
Run 1,64,0.3460521830041574
Run 1,65,0.3460521830041574
Run 1,66,0.340709874934305
Run 1,67,0.340709874934305
Run 1,68,0.340709874934305
Run 1,69,0.340709874934305
Run 1,70,0.3460521830041574
Run 1,71,0.3460521830041574
Run 1,72,0.3460521830041574
Run 1,73,0.3339842545330286
Run 1,74,0.3339842545330286
Run 1,75,0.3339842545330286
Run 1,76,0.3339842545330286
Run 1,77,0.3339842545330286
Run 1,78,0.340709874934305
Run 1,79,0.34200883877574373
Run 1,80,0.3410541769852454
Run 1,81,0.340709874934305
Run 1,82,0.33888474866542934
Run 1,83,0.33888474866542934
Run 1,84,0.33888474866542934
Run 1,85,0.33947660043010525
Run 1,86,0.33620577679934555
Run 1,87,0.33947660043010525
Run 1,88,0.33947660043010525
Run 1,89,0.33947660043010525
Run 1,90,0.33888474866542934
Run 1,91,0.3230933191592024
Run 1,92,0.3230933191592024
Run 1,93,0.3230933191592024
Run 1,94,0.3230933191592024
Run 1,95,0.3169124218097622
Run 1,96,0.3230933191592024
Run 1,97,0.32372332335035936
Run 1,98,0.32372332335035936
Run 1,99,0.32743531443229656
Run 1,100,0.3169124218097622
Run 1,101,0.3169124218097622
Run 1,102,0.33888474866542934
Run 1,103,0.32910706913655996
Run 1,104,0.32910706913655996
Run 1,105,0.32910706913655996
Run 1,106,0.32910706913655996
Run 1,107,0.33888474866542934
Run 1,108,0.33364754684124487
Run 1,109,0.33364754684124487
Run 1,110,0.33364754684124487
Run 1,111,0.3308510807835415
Run 1,112,0.3308510807835415
Run 1,113,0.3308510807835415
Run 1,114,0.3308510807835415
Run 1,115,0.33364754684124487
Run 1,116,0.33888474866542934
Run 1,117,0.3404368343914338
Run 1,118,0.3404368343914338
Run 1,119,0.329871156939496
Run 1,120,0.33406601763768645
Run 1,121,0.3404368343914338
Run 1,122,0.329871156939496
Run 1,123,0.329871156939496
Run 1,124,0.340709874934305
Run 1,125,0.3370661380125161
Run 1,126,0.33267284988533047
Run 1,127,0.32372332335035936
Run 1,128,0.32372332335035936
Run 1,129,0.3314814888479738
Run 1,130,0.32372332335035936
Run 1,131,0.32372332335035936
Run 1,132,0.32372332335035936
Run 1,133,0.32308099887431446
Run 1,134,0.32372332335035936
Run 1,135,0.32372332335035936
Run 1,136,0.31663451560440165
Run 1,137,0.31663451560440165
Run 1,138,0.31663451560440165
Run 1,139,0.31663451560440165
Run 1,140,0.31663451560440165
Run 1,141,0.3220386175432033
Run 1,142,0.3220386175432033
Run 1,143,0.32372332335035936
Run 1,144,0.32372332335035936
Run 1,145,0.31663451560440165
Run 1,146,0.31663451560440165
Run 1,147,0.31663451560440165
Run 1,148,0.31663451560440165
Run 1,149,0.31663451560440165
Run 1,150,0.31663451560440165
Run 2,0,0.5787273965524427
Run 2,1,0.5787273965524427
Run 2,2,0.5867324673370358
Run 2,3,0.593363666330889
Run 2,4,0.5794066098094541
Run 2,5,0.5684636522614696
Run 2,6,0.5391742130785274
Run 2,7,0.5391742130785274
Run 2,8,0.5391742130785274
Run 2,9,0.5391742130785274
Run 2,10,0.5256671234946887
Run 2,11,0.5288891972843706
Run 2,12,0.5131231229420329
Run 2,13,0.5131231229420329
Run 2,14,0.5131231229420329
Run 2,15,0.5131231229420329
Run 2,16,0.5131231229420329
Run 2,17,0.5131231229420329
Run 2,18,0.5131231229420329
Run 2,19,0.5131231229420329
Run 2,20,0.5131231229420329
Run 2,21,0.5131231229420329
Run 2,22,0.5063188859433461
Run 2,23,0.4719360446835844
Run 2,24,0.4719360446835844
Run 2,25,0.44555864052014066
Run 2,26,0.45738454079004887
Run 2,27,0.45738454079004887
Run 2,28,0.45738454079004887
Run 2,29,0.46238454079004887
Run 2,30,0.46238454079004887
Run 2,31,0.44230798346900435
Run 2,32,0.4306073531155589
Run 2,33,0.43801663973722665
Run 2,34,0.4243102165118804
Run 2,35,0.4243102165118804
Run 2,36,0.4257065964053271
Run 2,37,0.42576354766719976
Run 2,38,0.38416056459255477
Run 2,39,0.3961435556366903
Run 2,40,0.3961435556366903
Run 2,41,0.3961435556366903
Run 2,42,0.3861435556366903
Run 2,43,0.3861435556366903
Run 2,44,0.3861435556366903
Run 2,45,0.3861435556366903
Run 2,46,0.39613966880114077
Run 2,47,0.41478397867889516
Run 2,48,0.4047839786788952
Run 2,49,0.4047839786788952
Run 2,50,0.38068797831594103
Run 2,51,0.37458271833551127
Run 2,52,0.37458271833551127
Run 2,53,0.38480049439368386
Run 2,54,0.3861435556366903
Run 2,55,0.3861435556366903
Run 2,56,0.3790179227118121
Run 2,57,0.3861435556366903
Run 2,58,0.3861435556366903
Run 2,59,0.3734736539284391
Run 2,60,0.3734736539284391
Run 2,61,0.3734736539284391
Run 2,62,0.3734736539284391
Run 2,63,0.37991529912887073
Run 2,64,0.36414372251142746
Run 2,65,0.36414372251142746
Run 2,66,0.36414372251142746
Run 2,67,0.37991529912887073
Run 2,68,0.37991529912887073
Run 2,69,0.37991529912887073
Run 2,70,0.37991529912887073
Run 2,71,0.37991529912887073
Run 2,72,0.37991529912887073
Run 2,73,0.37991529912887073
Run 2,74,0.37991529912887073
Run 2,75,0.37991529912887073
Run 2,76,0.37991529912887073
Run 2,77,0.37991529912887073
Run 2,78,0.37375979537804915
Run 2,79,0.37991529912887073
Run 2,80,0.37991529912887073
Run 2,81,0.37991529912887073
Run 2,82,0.37991529912887073
Run 2,83,0.36829677839596775
Run 2,84,0.36829677839596775
Run 2,85,0.36829677839596775
Run 2,86,0.36829677839596775
Run 2,87,0.36829677839596775
Run 2,88,0.36829677839596775
Run 2,89,0.36829677839596775
Run 2,90,0.31259218457500326
Run 2,91,0.31259218457500326
Run 2,92,0.31259218457500326
Run 2,93,0.31259218457500326
Run 2,94,0.31259218457500326
Run 2,95,0.31259218457500326
Run 2,96,0.31259218457500326
Run 2,97,0.31259218457500326
Run 2,98,0.31259218457500326
Run 2,99,0.35165596966223833
Run 2,100,0.3552081673915558
Run 2,101,0.3109235755036425
Run 2,102,0.31259218457500326
Run 2,103,0.3117005928320565
Run 2,104,0.31259218457500326
Run 2,105,0.31259218457500326
Run 2,106,0.31259218457500326
Run 2,107,0.3769902413745826
Run 2,108,0.31259218457500326
Run 2,109,0.31259218457500326
Run 2,110,0.31259218457500326
Run 2,111,0.31259218457500326
Run 2,112,0.31259218457500326
Run 2,113,0.31259218457500326
Run 2,114,0.3117005928320565
Run 2,115,0.31259218457500326
Run 2,116,0.31259218457500326
Run 2,117,0.31259218457500326
Run 2,118,0.3117005928320565
Run 2,119,0.3117005928320565
Run 2,120,0.31259218457500326
Run 2,121,0.32476527186208154
Run 2,122,0.32476527186208154
Run 2,123,0.3551052365372999
Run 2,124,0.35117937254776244
Run 2,125,0.3117005928320565
Run 2,126,0.33878496327391394
Run 2,127,0.3389112189440546
Run 2,128,0.31259218457500326
Run 2,129,0.31259218457500326
Run 2,130,0.32684589752390125
Run 2,131,0.32684589752390125
Run 2,132,0.32476527186208154
Run 2,133,0.3374912069808068
Run 2,134,0.3374912069808068
Run 2,135,0.33354849272216075
Run 2,136,0.33354849272216075
Run 2,137,0.3374912069808068
Run 2,138,0.32476527186208154
Run 2,139,0.3117005928320565
Run 2,140,0.32476527186208154
Run 2,141,0.3374912069808068
Run 2,142,0.3211786181612943
Run 2,143,0.3374912069808068
Run 2,144,0.3194624588594407
Run 2,145,0.3194624588594407
Run 2,146,0.3374912069808068
Run 2,147,0.3336136282034027
Run 2,148,0.3336136282034027
Run 2,149,0.33402333353020486
Run 2,150,0.33402333353020486
Run 3,0,0.5701207066892047
Run 3,1,0.54459335866556
Run 3,2,0.54459335866556
Run 3,3,0.52959335866556
Run 3,4,0.52959335866556
Run 3,5,0.52959335866556
Run 3,6,0.52959335866556
Run 3,7,0.5584718803093173
Run 3,8,0.5584718803093173
Run 3,9,0.54459335866556
Run 3,10,0.5584718803093173
Run 3,11,0.5122226428430926
Run 3,12,0.5122226428430926
Run 3,13,0.5122226428430926
Run 3,14,0.5122226428430926
Run 3,15,0.5122226428430926
Run 3,16,0.5122226428430926
Run 3,17,0.5122226428430926
Run 3,18,0.5205645964522994
Run 3,19,0.4479051698369586
Run 3,20,0.4479051698369586
Run 3,21,0.4479051698369586
Run 3,22,0.4479051698369586
Run 3,23,0.4479051698369586
Run 3,24,0.4479051698369586
Run 3,25,0.46474101886610336
Run 3,26,0.46474101886610336
Run 3,27,0.4260870066851333
Run 3,28,0.4260870066851333
Run 3,29,0.4260870066851333
Run 3,30,0.4260870066851333
Run 3,31,0.4260870066851333
Run 3,32,0.4260870066851333
Run 3,33,0.4260870066851333
Run 3,34,0.4260870066851333
Run 3,35,0.426584509011952
Run 3,36,0.426584509011952
Run 3,37,0.426584509011952
Run 3,38,0.4260870066851333
Run 3,39,0.4260870066851333
Run 3,40,0.4260870066851333
Run 3,41,0.4260870066851333
Run 3,42,0.42381804974571086
Run 3,43,0.42381804974571086
Run 3,44,0.38330391814735865
Run 3,45,0.38330391814735865
Run 3,46,0.38330391814735865
Run 3,47,0.38330391814735865
Run 3,48,0.40830391814735867
Run 3,49,0.40830391814735867
Run 3,50,0.38330391814735865
Run 3,51,0.38330391814735865
Run 3,52,0.38330391814735865
Run 3,53,0.38330391814735865
Run 3,54,0.38330391814735865
Run 3,55,0.38330391814735865
Run 3,56,0.38330391814735865
Run 3,57,0.38330391814735865
Run 3,58,0.38330391814735865
Run 3,59,0.38330391814735865
Run 3,60,0.38330391814735865
Run 3,61,0.38330391814735865
Run 3,62,0.38330391814735865
Run 3,63,0.38330391814735865
Run 3,64,0.38330391814735865
Run 3,65,0.38330391814735865
Run 3,66,0.37532976664360923
Run 3,67,0.37532976664360923
Run 3,68,0.37532976664360923
Run 3,69,0.38330391814735865
Run 3,70,0.38330391814735865
Run 3,71,0.38330391814735865
Run 3,72,0.38330391814735865
Run 3,73,0.38330391814735865
Run 3,74,0.38330391814735865
